run_id	created_at	status	job_id	task_type	backend	campaign	experiment_id	worker_id	hypothesis	model_name	dataset_name	config_hash	parent_hash	candidate_hash	promotion_metric	promotion_metric_value	promotion_baseline_value	promotion_delta	promotion_relative_delta	promotion_min_delta_met	promotion_gates_met	promotion_rerun_recommended	mAP	mAP_50	mask_map	accuracy	mIoU	dice	training_seconds	total_seconds	peak_vram_mb	promoted	comment
seed	2026-05-05T16:21:15Z	seed		detect	transformers	baseline-seed	seed	seed	seed local master from base_detect.yaml	ustc-community/dfine-small-coco	cppe-5	5776ca0426253aa207b7d9bb745a1490dc265f11		5776ca0426253aa207b7d9bb745a1490dc265f11	mAP																	true	Seeded local master from base_detect.yaml
